auth_user t1,student_courseenrollment t2,organization_account_userorgprofile t3#t1.id=t2.user_id,t1.id=t3.user_id#t1.id_copy,<,16109,t1.is_active,=,1,t2.is_active,=,1,t2.id,<,41530,t3.org_id,>,17,t3.role,>,0,t3._first_level_id,<,1257,t3.origin,=,8#14
auth_user t1,student_courseenrollment t2,organization_account_userorgprofile t3#t1.id=t2.user_id,t1.id=t3.user_id#t1.id_copy,<,71081,t1.is_active,=,1,t2.is_active,=,1,t2.id,<,67669,t3.org_id,<,158,t3.role,>,0,t3._first_level_id,>,21,t3.origin,>,0#1
auth_user t1,student_courseenrollment t2,organization_account_userorgprofile t3#t1.id=t2.user_id,t1.id=t3.user_id#t1.id_copy,<,24041,t1.is_active,=,1,t2.is_active,<,1,t2.id,>,13809,t3.org_id,>,25,t3.role,>,0,t3._first_level_id,<,36,t3.origin,>,0#1
auth_user t1,student_courseenrollment t2,organization_account_userorgprofile t3#t1.id=t2.user_id,t1.id=t3.user_id#t1.id_copy,<,59242,t1.is_active,=,1,t2.is_active,=,1,t2.id,<,67266,t3.org_id,<,158,t3.role,>,0,t3._first_level_id,<,1969,t3.origin,=,8#22
auth_user t1,student_courseenrollment t2,organization_account_userorgprofile t3#t1.id=t2.user_id,t1.id=t3.user_id#t1.id_copy,<,37199,t1.is_active,=,1,t2.is_active,=,1,t2.id,<,63270,t3.org_id,>,17,t3.role,>,0,t3._first_level_id,>,1733,t3.origin,<,8#1
auth_user t1,student_courseenrollment t2,organization_account_userorgprofile t3#t1.id=t2.user_id,t1.id=t3.user_id#t1.id_copy,<,111596,t1.is_active,=,1,t2.is_active,<,1,t2.id,<,88088,t3.org_id,<,158,t3.role,>,0,t3._first_level_id,<,1733,t3.origin,>,2#6
auth_user t1,student_courseenrollment t2,organization_account_userorgprofile t3#t1.id=t2.user_id,t1.id=t3.user_id#t1.id_copy,<,47491,t1.is_active,=,1,t2.is_active,=,1,t2.id,<,85594,t3.org_id,<,140,t3.role,>,0,t3._first_level_id,>,909,t3.origin,<,4#1
auth_user t1,student_courseenrollment t2,organization_account_userorgprofile t3#t1.id=t2.user_id,t1.id=t3.user_id#t1.id_copy,<,32464,t1.is_active,=,1,t2.is_active,=,1,t2.id,<,33591,t3.org_id,>,17,t3.role,>,0,t3._first_level_id,<,2321,t3.origin,=,8#15
auth_user t1,student_courseenrollment t2,organization_account_userorgprofile t3#t1.id=t2.user_id,t1.id=t3.user_id#t1.id_copy,>,75987,t1.is_active,=,1,t2.is_active,=,1,t2.id,>,70858,t3.org_id,<,140,t3.role,>,0,t3._first_level_id,>,28,t3.origin,<,4#1
auth_user t1,student_courseenrollment t2,organization_account_userorgprofile t3#t1.id=t2.user_id,t1.id=t3.user_id#t1.id_copy,<,89127,t1.is_active,=,1,t2.is_active,=,1,t2.id,>,20960,t3.org_id,<,158,t3.role,>,0,t3._first_level_id,<,354,t3.origin,=,8#17
auth_user t1,student_courseenrollment t2,organization_account_userorgprofile t3#t1.id=t2.user_id,t1.id=t3.user_id#t1.id_copy,<,66438,t1.is_active,=,1,t2.is_active,=,1,t2.id,<,51902,t3.org_id,>,17,t3.role,>,0,t3._first_level_id,<,198,t3.origin,=,8#20
