dataset, median, 90th, 95th, 99th, max, mean, mse, mape, pccs, , query_dur_mscols_2_distinct_10_corr_2_skew_2, 1.0002356267672008, 1.0016462072256078, 1.0028008093687444, 1.0056053663841598, 1.00643216080402, 1.000631579166476, 89.22, 0.06304273682051502, (0.9999999149255004, 0.0), 943.1180715560913
cols_2_distinct_10_corr_2_skew_4, 1.0002560163850487, 1.0021965166827087, 1.0028589318014978, 1.004370380705601, 1.0046242774566474, 1.0006664404995518, 116.41, 0.06656053991551115, (0.999999891401135, 0.0), 970.4694437980652
cols_2_distinct_10_corr_2_skew_6, 1.0001704157815943, 1.001493567251462, 1.0028697509980433, 1.0062225977347459, 1.0073529411764706, 1.0006850136715328, 104.17, 0.06837750833567781, (0.9999999039492792, 0.0), 907.7578592300415
cols_2_distinct_10_corr_2_skew_8, 1.000303805149207, 1.0035365175493476, 1.0093639415661009, 1.0193087318087317, 1.027027027027027, 1.0017531587697162, 104.84, 0.17359839766114285, (0.9999998495203789, 2.25e-321), 931.3616490364075
cols_2_distinct_10_corr_4_skew_2, 1.0002048340843916, 1.0023153214124085, 1.003488504610661, 1.0065660268471688, 1.0089213300892133, 1.0008037531951524, 88.03, 0.08018257379413131, (0.9999998525200869, 8.4e-322), 928.897500038147
cols_2_distinct_10_corr_4_skew_4, 1.0001919392867669, 1.0010948012045804, 1.0018536226124686, 1.0043667251569308, 1.0057172557172558, 1.0004881264439878, 84.77, 0.0487390081781579, (0.9999998528996953, 7.4e-322), 929.129753112793
cols_2_distinct_10_corr_4_skew_6, 1.0001658374792703, 1.002176037793801, 1.0030513652055655, 1.0060652067730382, 1.010135135135135, 1.0007496053292033, 76.1, 0.07472405981097514, (0.9999998735810915, 0.0), 892.6584553718567
cols_2_distinct_10_corr_4_skew_8, 1.0000977110232232, 1.0028092550480834, 1.0060450305887072, 1.023552738336714, 1.0258620689655173, 1.0015183864052366, 43.67, 0.15073251944761853, (0.9999999268527237, 0.0), 881.5909624099731
cols_2_distinct_10_corr_6_skew_2, 1.000194351027973, 1.0021183509659173, 1.0033463872856894, 1.0053226505990678, 1.0055292259083728, 1.0007203852476445, 55.62, 0.0719736996164554, (0.9999999273448382, 0.0), 939.2540168762207
cols_2_distinct_10_corr_6_skew_4, 1.000149146377347, 1.002319709043445, 1.0034985177873208, 1.0058518043075166, 1.0062330623306233, 1.0007514961143023, 49.08, 0.07496911745516331, (0.9999999468524422, 0.0), 997.1043276786804
cols_2_distinct_10_corr_6_skew_6, 1.000164105585559, 1.0029064507643994, 1.0042152475706292, 1.0071177086111738, 1.0096432015429122, 1.0009330456274304, 44.51, 0.09311618018928644, (0.9999999578175022, 0.0), 973.2608461380005
cols_2_distinct_10_corr_6_skew_8, 1.0000613800856388, 1.0034411819148432, 1.0120118343195266, 1.5, 1.5, 1.0121167154244628, 27.08, 0.8651585327242771, (0.9999999757807707, 0.0), 895.6695866584778
cols_2_distinct_10_corr_8_skew_2, 1.0001036806635561, 1.0033584379097793, 1.006429199550708, 1.0079641527740761, 1.010180995475113, 1.000970131807089, 35.06, 0.09662662751308353, (0.9999999543888056, 0.0), 928.8808178901672
cols_2_distinct_10_corr_8_skew_4, 1.0, 1.002647116508825, 1.0048622981956314, 1.0072061010409548, 1.0083798882681565, 1.0007534223047798, 16.51, 0.07523907256539378, (0.9999999813425616, 0.0), 897.1712398529053
