auth_user t1,student_courseenrollment t2,organization_account_userorgprofile t3,auth_userprofile t4#t1.id=t2.user_id,t1.id=t3.user_id,t1.id=t4.user_id#t1.id_copy,<,59242,t1.is_active,=,1,t2.is_active,=,1,t2.id,>,52238,t3.org_id,>,25,t3.role,>,0,t3._first_level_id,<,2314,t3.origin,>,4,t4.host,<,4,t4.level_of_education,>,9#2
auth_user t1,student_courseenrollment t2,organization_account_userorgprofile t3,auth_userprofile t4#t1.id=t2.user_id,t1.id=t3.user_id,t1.id=t4.user_id#t1.id_copy,<,64169,t1.is_active,=,1,t2.is_active,=,1,t2.id,<,33757,t3.org_id,>,25,t3.role,>,0,t3._first_level_id,>,112,t3.origin,>,0,t4.host,>,4,t4.level_of_education,<,9#1
auth_user t1,student_courseenrollment t2,organization_account_userorgprofile t3,auth_userprofile t4#t1.id=t2.user_id,t1.id=t3.user_id,t1.id=t4.user_id#t1.id_copy,<,108574,t1.is_active,=,1,t2.is_active,=,1,t2.id,>,47776,t3.org_id,<,158,t3.role,>,0,t3._first_level_id,<,38,t3.origin,>,2,t4.host,<,6,t4.level_of_education,=,10#2
auth_user t1,student_courseenrollment t2,organization_account_userorgprofile t3,auth_userprofile t4#t1.id=t2.user_id,t1.id=t3.user_id,t1.id=t4.user_id#t1.id_copy,>,64169,t1.is_active,=,1,t2.is_active,=,1,t2.id,>,18166,t3.org_id,>,25,t3.role,>,0,t3._first_level_id,>,304,t3.origin,<,8,t4.host,>,0,t4.level_of_education,=,7#1
auth_user t1,student_courseenrollment t2,organization_account_userorgprofile t3,auth_userprofile t4#t1.id=t2.user_id,t1.id=t3.user_id,t1.id=t4.user_id#t1.id_copy,<,63183,t1.is_active,=,1,t2.is_active,=,1,t2.id,>,18853,t3.org_id,<,140,t3.role,>,0,t3._first_level_id,<,2115,t3.origin,>,4,t4.host,<,21,t4.level_of_education,=,10#4
auth_user t1,student_courseenrollment t2,organization_account_userorgprofile t3,auth_userprofile t4#t1.id=t2.user_id,t1.id=t3.user_id,t1.id=t4.user_id#t1.id_copy,>,2672,t1.is_active,=,1,t2.is_active,=,1,t2.id,>,18853,t3.org_id,>,17,t3.role,>,0,t3._first_level_id,<,2562,t3.origin,<,4,t4.host,<,15,t4.level_of_education,<,8#2
auth_user t1,student_courseenrollment t2,organization_account_userorgprofile t3,auth_userprofile t4#t1.id=t2.user_id,t1.id=t3.user_id,t1.id=t4.user_id#t1.id_copy,<,8099,t1.is_active,=,1,t2.is_active,=,1,t2.id,<,88357,t3.org_id,<,140,t3.role,>,0,t3._first_level_id,<,195,t3.origin,=,8,t4.host,<,13,t4.level_of_education,=,9#16
auth_user t1,student_courseenrollment t2,organization_account_userorgprofile t3,auth_userprofile t4#t1.id=t2.user_id,t1.id=t3.user_id,t1.id=t4.user_id#t1.id_copy,<,78905,t1.is_active,=,1,t2.is_active,=,1,t2.id,<,51902,t3.org_id,>,17,t3.role,>,0,t3._first_level_id,>,9,t3.origin,<,8,t4.host,>,4,t4.level_of_education,>,6#1
auth_user t1,student_courseenrollment t2,organization_account_userorgprofile t3,auth_userprofile t4#t1.id=t2.user_id,t1.id=t3.user_id,t1.id=t4.user_id#t1.id_copy,<,53098,t1.is_active,=,1,t2.is_active,=,1,t2.id,>,40221,t3.org_id,<,158,t3.role,>,0,t3._first_level_id,<,2321,t3.origin,>,0,t4.host,<,8,t4.level_of_education,=,10#3
auth_user t1,student_courseenrollment t2,organization_account_userorgprofile t3,auth_userprofile t4#t1.id=t2.user_id,t1.id=t3.user_id,t1.id=t4.user_id#t1.id_copy,>,73922,t1.is_active,=,1,t2.is_active,=,1,t2.id,>,21168,t3.org_id,>,17,t3.role,>,0,t3._first_level_id,>,2018,t3.origin,<,8,t4.host,<,16,t4.level_of_education,<,10#1
